,timestep,episode,reward,obs_ax0,obs_ax1,obs_ax2,obs_ax3
15,15,3.0,28.0,0.07375287512598959,-0.2487049349259171,-0.01941912710198865,0.3805253654953765
16,16,3.0,28.0,0.06877877642747125,-0.05331268889567048,-0.01180861979208112,0.0817833923436811
17,17,3.0,28.0,0.06771252264955785,-0.24826339099825923,-0.010172951945207499,0.37071740374380246
18,18,3.0,28.0,0.06274725482959266,-0.05299839735219805,-0.0027586038703314494,0.0748442726855269
19,19,3.0,28.0,0.0616872868825487,0.14216299233742333,-0.0012617184166209114,-0.2187077264905392
20,20,3.0,28.0,0.06453054672929717,0.33730295681592803,-0.005635872946431696,-0.5117883853370289
21,21,3.0,28.0,0.07127660586561574,0.5325038391457895,-0.015871640653172273,-0.8062419965852079
22,22,3.0,28.0,0.08192668264853153,0.7278397095693356,-0.03199648058487643,-1.103874964293049
23,23,3.0,28.0,0.09648347683991824,0.9233675504085298,-0.054073979870737414,-1.4064219662790203
24,24,3.0,28.0,0.11495082784808884,1.1191173508266552,-0.08220241919631782,-1.7155074965980905
25,25,3.0,28.0,0.13733317486462193,1.3150804763043165,-0.11651256912827963,-2.032599919688876
26,26,3.0,28.0,0.16363478439070828,1.5111958194673387,-0.15716456752205715,-2.3589557122489744
27,27,3.0,28.0,0.19385870078005504,1.3177878653543955,-0.20434368176703666,-2.118435792006871
28,28,3.0,28.0,0.22021445808714296,1.514278997291093,-0.24671239760717406,-2.466700124644103
0,0,4.0,25.0,-0.022259712656515163,-0.014214907073709981,0.009514307648357943,-0.007760096555401816
1,1,4.0,25.0,-0.022544010797989362,-0.20947200533604338,0.009359105717249907,0.2879094588808153
2,2,4.0,25.0,-0.02673345090471023,-0.014484762372413196,0.015117294894866212,-0.0018070591291551308
3,3,4.0,25.0,-0.027023146152158492,0.1804171589115264,0.01508115371228311,-0.28968222019234346
4,4,4.0,25.0,-0.023414802973927965,0.37532084839444324,0.00928750930843624,-0.5775708170808709
5,5,4.0,25.0,-0.0159083860060391,0.18006996325207392,-0.002263907033181179,-0.2819766322326897
6,6,4.0,25.0,-0.012306986740997622,-0.015019622790677617,-0.007903439677834974,0.009991408816715064
7,7,4.0,25.0,-0.012607379196811173,0.18021477751753945,-0.0077036115015006726,-0.28517463237438395
8,8,4.0,25.0,-0.009003083646460384,-0.014796461424124219,-0.013407104148988352,0.005068706902489339
9,9,4.0,25.0,-0.009299012874942869,0.18051517523572316,-0.013305730010938566,-0.29181398850112816
10,10,4.0,25.0,-0.005688709370228405,-0.014414555217939745,-0.01914200978096113,-0.003357044762689665
11,11,4.0,25.0,-0.0059770004745872,0.18097661518253427,-0.019209150676214926,-0.30201751328414295
12,12,4.0,25.0,-0.0023574681709365142,-0.013866365790761587,-0.025249500941897783,-0.015454104707193717
13,13,4.0,25.0,-0.002634795486751746,0.18160842367238986,-0.02555858303604166,-0.3159953915403632
14,14,4.0,25.0,0.0009973729866960515,0.377084931803058,-0.03187849086684892,-0.6166277943122731
15,15,4.0,25.0,0.008539071622757213,0.5726373979051373,-0.04421104675309438,-0.9191781491601401
16,16,4.0,25.0,0.01999181958085996,0.37814004046077926,-0.06259460973629719,-0.6407110061770996
17,17,4.0,25.0,0.027554620390075543,0.5740761948797187,-0.07540882985983918,-0.9524304551857651
18,18,4.0,25.0,0.03903614428766992,0.38004552823296706,-0.09445743896355449,-0.6843607686516382
19,19,4.0,25.0,0.04663705485232926,0.18635317099472698,-0.10814465433658725,-0.42284660178099304
20,20,4.0,25.0,0.0503641182722238,0.3828277038346619,-0.1166015863722071,-0.747569303866652
21,21,4.0,25.0,0.058020672348917036,0.579348726455003,-0.13155297244954015,-1.0745524317897843
22,22,4.0,25.0,0.0696076468780171,0.7759403679257277,-0.15304402108533582,-1.4054569965211028
23,23,4.0,25.0,0.08512645423653166,0.5830134655783387,-0.18115316101575787,-1.1642686508091316
24,24,4.0,25.0,0.09678672354809843,0.3906516593923582,-0.2044385340319405,-0.9334156959355109
25,25,4.0,25.0,0.1045997567359456,0.19878670257582967,-0.22310684795065072,-0.7112987269887233
0,0,5.0,22.0,-0.04399871924577036,-0.02930204475610968,-0.04311492564472964,0.025776708915042176
1,1,5.0,22.0,-0.044584760140892556,0.16641083990385586,-0.0425993914664288,-0.2801916641377498
2,2,5.0,22.0,-0.041256543342815435,-0.02807836501428429,-0.048203224749183794,-0.0012429560591893374
3,3,5.0,22.0,-0.04181811064310112,0.1677005607982503,-0.04822808387036758,-0.30873649469791314
4,4,5.0,22.0,-0.03846409942713611,0.363475324809123,-0.05440281376432585,-0.6162307461265908
5,5,5.0,22.0,-0.031194592930953655,0.16915394680551551,-0.06672742868685766,-0.34116645626818787
6,6,5.0,22.0,-0.027811513994843343,0.36515869433506143,-0.07355075781222142,-0.6541225887475166
7,7,5.0,22.0,-0.020508340108142113,0.17113375617906396,-0.08663320958717176,-0.38547647278834224
8,8,5.0,22.0,-0.017085664984560833,-0.02265834000198627,-0.0943427390429386,-0.12131681449023379
9,9,5.0,22.0,-0.01753883178460056,0.1736797691914156,-0.09676907533274329,-0.4422099500491692
10,10,5.0,22.0,-0.014065236400772247,0.37002833356838094,-0.10561327433372666,-0.7637606056125246
11,11,5.0,22.0,-0.0066646697294046285,0.17650715768517966,-0.12088848644597716,-0.5060888741712364
12,12,5.0,22.0,-0.0031345265757010353,0.3731066455086448,-0.13101026392940188,-0.8342906078570289
13,13,5.0,22.0,0.004327606334471861,0.17999457892485246,-0.14769607608654245,-0.5855117708193611
14,14,5.0,22.0,0.007927497912968911,0.37684289602870064,-0.15940631150292967,-0.9208344877290167
15,15,5.0,22.0,0.015464355833542925,0.18419239216095548,-0.17782300125751,-0.6821896842504589
16,16,5.0,22.0,0.019148203676762034,-0.008072869995362025,-0.19146679494251917,-0.4503443795447593
17,17,5.0,22.0,0.018986746276854795,-0.2000444956295699,-0.20047368253341435,-0.22359696130303644
18,18,5.0,22.0,0.014985856364263396,-0.3918210451942077,-0.2049456217594751,-0.00023864738852691358
19,19,5.0,22.0,0.0071494354603792425,-0.5835044792970943,-0.20495039470724563,0.22143610007675782
20,20,5.0,22.0,-0.004520654125562643,-0.38613277397053625,-0.20052167270571047,-0.12825975971432987
21,21,5.0,22.0,-0.012243309604973367,-0.18878758798343145,-0.20308686789999708,-0.4769052623238279
22,22,5.0,22.0,-0.016019061364641998,0.00853539186467811,-0.21262497314647363,-0.8261048020805926
0,0,6.0,12.0,0.002635359118179678,0.03621174857547388,-0.03493409863091121,-0.04054190704968072
1,1,6.0,12.0,0.003359594089689156,-0.15839228959684665,-0.03574493677190482,0.24091751242926776
2,2,6.0,12.0,0.00019174829775222288,0.037221555921212374,-0.030926586523319467,-0.0628225975330853
3,3,6.0,12.0,0.0009361794161764703,0.23277295664153017,-0.03218303847398117,-0.36510039998494626
4,4,6.0,12.0,0.005591638549007074,0.4283371405094893,-0.0394850464736801,-0.6677549525481492
5,5,6.0,12.0,0.01415838135919686,0.23378588441062406,-0.052840145524643084,-0.3877611154172726
6,6,6.0,12.0,0.01883409904740934,0.42961651257100486,-0.060595367832988536,-0.6966248464640616
7,7,6.0,12.0,0.027426429298829436,0.6255241232701371,-0.07452786476226977,-1.0077510655409567
8,8,6.0,12.0,0.039936911764232176,0.8215576618943816,-0.09468288607308892,-1.3228760284422316
9,9,6.0,12.0,0.05636806500211981,1.017739686543027,-0.12114040664193355,-1.6436261889654653
10,10,6.0,12.0,0.07672285873298035,0.8242263959402762,-0.15401293042124287,-1.391011739501723
11,11,6.0,12.0,0.09320738665178588,1.0208941220507717,-0.18183316521127732,-1.7276225303978423
12,12,6.0,12.0,0.11362526909280131,0.8282571851434655,-0.21638561581923416,-1.4965957364291547
0,0,7.0,17.0,0.020021332414352222,0.0018773514541859035,-0.026358242466755433,0.035032717345678074
1,1,7.0,17.0,0.02005887944343594,-0.19285689342043644,-0.02565758811984187,0.3192841948049134
2,2,7.0,17.0,0.016201741575027212,-0.3876042115138634,-0.019271904223743603,0.6037665205821152
3,3,7.0,17.0,0.008449657344749943,-0.19221810407618295,-0.007196573812101299,0.30507619434274913
4,4,7.0,17.0,0.004605295263226284,-0.38723676389036943,-0.001095049925246316,0.595480834548004
5,5,7.0,17.0,-0.003139440014581105,-0.19209950401763767,0.010814566765713764,0.3024531756220508
6,6,7.0,17.0,-0.006981430094933858,-0.38737390368283176,0.01686363027815478,0.5985270672235508
7,7,7.0,17.0,-0.014728908168590493,-0.5827277000547632,0.028834171622625797,0.8964737687527105
8,8,7.0,17.0,-0.026383462169685755,-0.3880082816346473,0.04676364699768001,0.612992123213018
9,9,7.0,17.0,-0.0341436278023787,-0.19356996508416544,0.059023489461940366,0.33539699600142986
10,10,7.0,17.0,-0.03801502710406201,-0.3894800794857124,0.06573142938196896,0.6460932685801288
11,11,7.0,17.0,-0.04580462869377626,-0.5854533860194286,0.07865329475357154,0.9587295394529252
12,12,7.0,17.0,-0.05751369641416483,-0.7815396577002132,0.09782788554263004,1.2750498573308071
13,13,7.0,17.0,-0.0731444895681691,-0.5877920923300394,0.12332888268924619,1.0145336110350034
14,14,7.0,17.0,-0.0849003314147699,-0.7843237310888103,0.14361955490994627,1.3432588182836769
15,15,7.0,17.0,-0.1005868060365461,-0.5912707071480285,0.1704847312756198,1.0987398118314051
16,16,7.0,17.0,-0.11241222017950667,-0.7881760153146633,0.1924595275122479,1.4396959257461057
17,17,7.0,17.0,-0.12817574048579994,-0.9850765730362946,0.22125344602717,1.7858280642571631
0,0,8.0,10.0,-0.018993811736107424,0.03790761492789736,-0.03641319120667698,-0.00011014220079735848
1,1,8.0,10.0,-0.018235659437549477,0.233532352259477,-0.036415394050692926,-0.3040558451588042
2,2,8.0,10.0,-0.013565012392359937,0.4291538353574922,-0.04249651095386901,-0.6079972936765867
3,3,8.0,10.0,-0.004981935685210093,0.6248433502773817,-0.05465645682740075,-0.9137567652994539
4,4,8.0,10.0,0.00751493132033754,0.4305016301190444,-0.07293159213338983,-0.6387404975035196
5,5,8.0,10.0,0.01612496392271843,0.6265606479910765,-0.08570640208346023,-0.9534701248215309
6,6,8.0,10.0,0.028656176882539956,0.8227246446023169,-0.10477580457989084,-1.2718029211918327
7,7,8.0,10.0,0.04511066977458629,1.0190161256783847,-0.1302118630037275,-1.5953732158228646
8,8,8.0,10.0,0.06549099228815398,1.2154197595681682,-0.1621193273201848,-1.925658855958174
9,9,8.0,10.0,0.08979938747951735,1.022366399353476,-0.20063250443934827,-1.687330528210903
10,10,8.0,10.0,0.11024671546658688,0.8300505428665728,-0.23437911500356634,-1.4632343402767392
0,0,9.0,37.0,-0.03327862031755978,0.025679293224860636,-0.023724313198659253,0.04731097170521177
1,1,9.0,37.0,-0.032765034453062565,-0.16909457609011042,-0.022778093764555016,0.33241526539830224
2,2,9.0,37.0,-0.036146925974864776,-0.36388503071937395,-0.01612978845658897,0.6178289710936409
3,3,9.0,37.0,-0.04342462658925225,-0.5587779939791495,-0.003773209034716153,0.9053884356390645
4,4,9.0,37.0,-0.05460018646883524,-0.7538486467207003,0.014334559678065135,1.196883010998681
5,5,9.0,37.0,-0.06967715940324926,-0.558915143406757,0.03827221989803876,0.9087270128765651
6,6,9.0,37.0,-0.08085546227138439,-0.7545336564726544,0.056446760155570055,1.213189193587376
7,7,9.0,37.0,-0.09594613540083748,-0.560183767867528,0.08071054402731757,0.9387152070472901
8,8,9.0,37.0,-0.10714981075818804,-0.7562956215145079,0.09948484816826338,1.2556285207366993
9,9,9.0,37.0,-0.1222757231884782,-0.5625780886827298,0.12459741858299736,0.995689309473776
10,10,9.0,37.0,-0.1335272849621328,-0.369322801838712,0.14451120477247287,0.7445905490635663
11,11,9.0,37.0,-0.14091374099890702,-0.17645938680582926,0.1594030157537442,0.5006494903820486
12,12,9.0,37.0,-0.1444429287350236,0.016098849727756243,0.16941600556138517,0.2621402254475833
13,13,9.0,37.0,-0.14412095174046846,0.20844854620884815,0.17465881007033685,0.027316753913687264
14,14,9.0,37.0,-0.1399519808162915,0.4006916280889301,0.1752051451486106,-0.20557164481181645
15,15,9.0,37.0,-0.13193814825451292,0.5929317818133362,0.17109371225237427,-0.4382701283056164
16,16,9.0,37.0,-0.12007951261824619,0.7852715366275655,0.16232830968626194,-0.6725107749909173
17,17,9.0,37.0,-0.10437408188569489,0.5883099873402156,0.1488780941864436,-0.3334372296141486
18,18,9.0,37.0,-0.09260788213889057,0.7810340492805782,0.14220934959416062,-0.5757168374863995
19,19,9.0,37.0,-0.076987201153279,0.5842350837484322,0.13069501284443263,-0.24182956615976875
20,20,9.0,37.0,-0.06530249947831036,0.38751195802265065,0.12585842152123725,0.08905354773124041
21,21,9.0,37.0,-0.05755226031785735,0.580626237710417,0.12763949247586207,-0.16142188657255613
22,22,9.0,37.0,-0.04593973556364901,0.38393001074762545,0.12441105474441094,0.1686465066256994
23,23,9.0,37.0,-0.038261135348696504,0.5770719072114822,0.12778398487692494,-0.08234455848496508
24,24,9.0,37.0,-0.02671969720446686,0.3803718123045279,0.12613709370722564,0.24776629434893077
25,25,9.0,37.0,-0.0191122609583763,0.5734878010819583,0.13109241959420426,-0.002620259000595704
26,26,9.0,37.0,-0.007642504936737135,0.3767532302051525,0.13104001441419233,0.32838040749072356
27,27,9.0,37.0,-0.00010744033263408552,0.5697899063230562,0.1376076225640068,0.07972348420227149
28,28,9.0,37.0,0.011288357793827038,0.7626984307934171,0.13920209224805222,-0.16657487498147494
29,29,9.0,37.0,0.02654232640969538,0.565886814228755,0.13587059474842272,0.16658029162914173
30,30,9.0,37.0,0.03786006269427048,0.369108015587451,0.13920220058100555,0.4988513175723107
31,31,9.0,37.0,0.0452422230060195,0.5620212206184568,0.14917922693245175,0.2530739862304199
32,32,9.0,37.0,0.05648264741838864,0.7547331247075935,0.15424070665706016,0.010912889758639827
33,33,9.0,37.0,0.07157730991254051,0.5577742157195019,0.15445896445223295,0.34801112668540657
34,34,9.0,37.0,0.08273279422693054,0.3608314125158897,0.16141918698594107,0.6851389842199902
35,35,9.0,37.0,0.08994942247724834,0.16388032857389276,0.17512196667034088,1.023976536333978
36,36,9.0,37.0,0.09322702904872619,0.35629266272632737,0.19560149739702043,0.7909954721894031
37,37,9.0,37.0,0.10035288230325273,0.5482684276060501,0.21142140684080848,0.5656638600202238
0,0,10.0,24.0,0.029060097203030405,0.023650356498431904,-0.04092159551082193,0.01617016499570033
1,1,10.0,24.0,0.029533104332999043,-0.17086156430235955,-0.04059819221090793,0.29566619482758394
2,2,10.0,24.0,0.02611587304695185,0.02481493751561606,-0.03468486831435625,-0.00953929364540268
3,3,10.0,24.0,0.026612171797264172,0.22041670717222311,-0.0348756541872643,-0.3129607850154849
4,4,10.0,24.0,0.031020505940708633,0.41601768783394305,-0.041134869887574,-0.6164352042321236
5,5,10.0,24.0,0.039340859697387494,0.22149383072592682,-0.053463573972216474,-0.3369864873167367
6,6,10.0,24.0,0.04377073631190603,0.027171848042434416,-0.06020330371855121,-0.061630798543186815
7,7,10.0,24.0,0.04431417327275472,-0.16703756470600453,-0.06143591968941495,0.21146647378599354
8,8,10.0,24.0,0.04097342197863463,0.028906527027623613,-0.05720659021369508,-0.09994596411458184
9,9,10.0,24.0,0.0415515525191871,0.2247997014268105,-0.05920550949598671,-0.4101146132490129
10,10,10.0,24.0,0.04604754654772331,0.42070886497246746,-0.06740780176096697,-0.7208597223025197
11,11,10.0,24.0,0.05446172384717266,0.2265810117956738,-0.08182499620701737,-0.4501321413856737
12,12,10.0,24.0,0.05899334408308614,0.4227591715894018,-0.09082763903473084,-0.767444535897152
13,13,10.0,24.0,0.06744852751487418,0.2289971910335895,-0.10617652975267389,-0.5046662194177252
14,14,10.0,24.0,0.07202847133554596,0.425442680491396,-0.11626985414102839,-0.8288323297669835
15,15,10.0,24.0,0.08053732494537388,0.23208587486008986,-0.13284650073636806,-0.5748617304329815
16,16,10.0,24.0,0.08517904244257568,0.03905190336091094,-0.14434373534502767,-0.326804135329092
17,17,10.0,24.0,0.0859600805097939,0.23590230879227908,-0.15087981805160952,-0.66129887826305
18,18,10.0,24.0,0.09067812668563947,0.04316599008632793,-0.16410579561687053,-0.4196694093455645
19,19,10.0,24.0,0.09154144648736603,-0.14929667979551353,-0.17249918380378182,-0.18288489630349025
20,20,10.0,24.0,0.08855551289145576,0.04781984196945435,-0.1761568817298516,-0.524635154382042
21,21,10.0,24.0,0.08951190973084484,-0.14444271068261766,-0.18664958481749244,-0.2922270628658994
22,22,10.0,24.0,0.08662305551719249,0.0527819303708445,-0.19249412607481042,-0.637482683129299
23,23,10.0,24.0,0.08767869412460938,-0.13920877278069235,-0.2052437797373964,-0.41106010848231833
24,24,10.0,24.0,0.08489451866899553,0.05814130582855717,-0.21346498190704277,-0.7607909665992832
0,0,11.0,17.0,-0.04096287849922295,-0.030850449773570224,-0.0009746952949658133,-0.01098996408557814
1,1,11.0,17.0,-0.04157988749469435,-0.22595840899705472,-0.0011944945766773761,0.28138527535936797
2,2,11.0,17.0,-0.046099055674635445,-0.4210633013339194,0.004433210930509983,0.5736912237583828
3,3,11.0,17.0,-0.05452032170131384,-0.6162471262964524,0.015907035405677637,0.8677674439378615
4,4,11.0,17.0,-0.06684526422724288,-0.4213451893279556,0.03326238428443487,0.5801279964708254
5,5,11.0,17.0,-0.07527216801380199,-0.22670474956618097,0.04486494421385138,0.2981061703894716
6,6,11.0,17.0,-0.07980626300512561,-0.03225009634119799,0.05082706762164081,0.01990356828016898
7,7,11.0,17.0,-0.08045126493194957,0.16210748723519317,0.05122513898724419,-0.25631958724328074
8,8,11.0,17.0,-0.0772091151872457,-0.033706977297469964,0.04609874724237858,0.052070434131684384
9,9,11.0,17.0,-0.0778832547331951,-0.22945857709680328,0.047140155925012264,0.3589341280460761
10,10,11.0,17.0,-0.08247242627513117,-0.4252178563014347,0.05431883848593379,0.666100919338193
11,11,11.0,17.0,-0.09097678340115986,-0.6210515488231976,0.06764085687269765,0.9753800903209443
12,12,11.0,17.0,-0.10339781437762381,-0.8170123757152221,0.08714845867911654,1.2885204055045336
13,13,11.0,17.0,-0.11973806189192826,-1.013128151135996,0.1129188667892072,1.6071668995419524
14,14,11.0,17.0,-0.14000062491464818,-0.8195078179820762,0.14506220478004625,1.3517136670550294
15,15,11.0,17.0,-0.1563907812742897,-0.6264746722254122,0.17209647812114684,1.1077039840237688
16,16,11.0,17.0,-0.16892027471879795,-0.8233887575913252,0.1942505578016222,1.4490588448113768
17,17,11.0,17.0,-0.18538804987062446,-1.0202947101038173,0.22323173469784974,1.7956140284416422
