,timestep,episode,reward,obs_ax0,obs_ax1,obs_ax2,obs_ax3
16,16,2.0,18.0,0.017638980645225216,0.8002307278399658,-0.16490901921112142,-1.4788158430925433
17,17,2.0,18.0,0.033643595202024534,0.6074610408267388,-0.19448533607297228,-1.2418479868133696
18,18,2.0,18.0,0.04579281601855931,0.41529289660935687,-0.21932229580923968,-1.0158490235937074
0,0,3.0,14.0,-0.04707397160403333,-0.035193297318012406,-0.04048948956543119,-0.027824524628790006
1,1,3.0,14.0,-0.047777837550393575,0.16048520743834244,-0.04104598005800699,-0.33300237596295
2,2,3.0,14.0,-0.04456813340162673,-0.03402921915553392,-0.04770602757726599,-0.053540615899758726
3,3,3.0,14.0,-0.04524871778473741,0.16174315875289588,-0.048776839895261166,-0.3608853351580058
4,4,3.0,14.0,-0.04201385460967949,-0.03265275058036948,-0.055994546598421284,-0.08397298476083404
5,5,3.0,14.0,-0.04266690962128688,-0.22692919649581023,-0.05767400629363797,0.19053115887846828
6,6,3.0,14.0,-0.047205493551203084,-0.03103161619073319,-0.0538633831160686,-0.11977339698860545
7,7,3.0,14.0,-0.04782612587501775,0.16481903155316616,-0.056258851055840706,-0.4289514892209245
8,8,3.0,14.0,-0.04452974524395443,0.3606907078510083,-0.0648378808402592,-0.7388255458569729
9,9,3.0,14.0,-0.03731593108693426,0.556645227684817,-0.07961439175739865,-1.0511886882411599
10,10,3.0,14.0,-0.026183026533237924,0.7527276608335977,-0.10063816552222185,-1.3677625980433292
11,11,3.0,14.0,-0.011128473316565971,0.9489548866773764,-0.12799341748308843,-1.6901518483111078
12,12,3.0,14.0,0.007850624416981557,1.1453026511038624,-0.1617964544493106,-2.0197917177330487
13,13,3.0,14.0,0.030756677439058806,0.9521863523000648,-0.20219228880397155,-1.7812614561775
14,14,3.0,14.0,0.0498004044850601,1.1489274740926505,-0.23781751792752154,-2.129401652623289
0,0,4.0,20.0,0.0010717856718967383,0.0052741417244916225,-0.018607892285458894,0.030086013322681293
1,1,4.0,20.0,0.0011772685063865709,0.20065792972064528,-0.018006172019005267,-0.26840933550040613
2,2,4.0,20.0,0.0051904271007994765,0.005797514310846907,-0.02337435872901339,0.018540376819417226
3,3,4.0,20.0,0.005306377387016415,-0.18898155894105584,-0.023003551192625045,0.3037577399031901
4,4,4.0,20.0,0.001526746208195298,-0.38376825183232055,-0.016928396394561243,0.5890980295549824
5,5,4.0,20.0,-0.006148618828451113,-0.18841339614780425,-0.005146435803461595,0.29113102140929004
6,6,4.0,20.0,-0.009916886751407198,-0.3834615888095306,0.0006761846247242053,0.5821863904574887
7,7,4.0,20.0,-0.01758611852759781,-0.5785930073781668,0.012319912433873977,0.8750822496606483
8,8,4.0,20.0,-0.029157978675161147,-0.383640684989363,0.029821557427086944,0.5862979208600133
9,9,4.0,20.0,-0.03683079237494841,-0.5791673482963641,0.04154751584428721,0.8882237487899791
10,10,4.0,20.0,-0.04841413934087569,-0.7748277972725479,0.05931199082008679,1.1936726031896674
11,11,4.0,20.0,-0.06391069528632665,-0.5805220291724668,0.08318544288388013,0.9201539667820714
12,12,4.0,20.0,-0.07552113586977598,-0.38661690169396323,0.10158852221952155,0.6547303607076385
13,13,4.0,20.0,-0.08325347390365524,-0.19304513374417293,0.11468312943367433,0.39568537885726374
14,14,4.0,20.0,-0.0871143765785387,-0.38959162608604864,0.12259683701081961,0.7222114543969868
15,15,4.0,20.0,-0.09490620910025967,-0.19635954447092335,0.13704106609875935,0.4704920606355616
16,16,4.0,20.0,-0.09883339998967813,-0.3931241486807656,0.1464509073114706,0.803035916900784
17,17,4.0,20.0,-0.10669588296329345,-0.5899180702530991,0.16251162564948626,1.1379696653908613
18,18,4.0,20.0,-0.11849424436835543,-0.39725059403533136,0.1852710189573035,0.9003447152092654
19,19,4.0,20.0,-0.12643925624906205,-0.20505684679968542,0.2032779132614888,0.6711463946255024
20,20,4.0,20.0,-0.13054039318505575,-0.013253814971958988,0.21670084115399885,0.4487186210914774
0,0,5.0,50.0,0.008911455204865137,0.04970708735678141,-0.03512600821619292,0.040515879794355336
1,1,5.0,50.0,0.009905596952000766,0.24531467409610003,-0.03431569062030581,-0.2630394309959037
2,2,5.0,50.0,0.014811890433922767,0.44090921387037113,-0.03957647924022388,-0.5663453465242709
3,3,5.0,50.0,0.02363007471133019,0.24636415821481114,-0.0509033861707093,-0.286388717514631
4,4,5.0,50.0,0.028557357875626414,0.4421737138399068,-0.05663116052100192,-0.5946817368140769
5,5,5.0,50.0,0.03740083215242455,0.24788821577473297,-0.06852479525728346,-0.3203613460868943
6,6,5.0,50.0,0.04235859646791921,0.44391573685315144,-0.07493202217902134,-0.633843067548538
7,7,5.0,50.0,0.051236911204982236,0.2499146139729833,-0.0876088835299921,-0.3656673649197618
8,8,5.0,50.0,0.0562352034844419,0.056139816522473074,-0.09492223082838734,-0.10184399316803705
9,9,5.0,50.0,0.05735799981489136,-0.13750264997260087,-0.09695911069174808,0.1594468700127677
10,10,5.0,50.0,0.054607946815439345,-0.33111240137518444,-0.09377017329149272,0.4200361271519689
11,11,5.0,50.0,0.047985698787935654,-0.1347955709836737,-0.08536945074845334,0.09932652298710548
12,12,5.0,50.0,0.04528978736826218,-0.3285968634500297,-0.08338292028871123,0.3639016518723177
13,13,5.0,50.0,0.03871785009926159,-0.5224408899602332,-0.07610488725126488,0.6291712896694921
14,14,5.0,50.0,0.028269032300056927,-0.7164229074649351,-0.06352146145787504,0.8969488272903775
15,15,5.0,50.0,0.013940574150758224,-0.5205000051881126,-0.0455824849120675,0.5849944295729377
16,16,5.0,50.0,0.003530574046995973,-0.7149548126657851,-0.03388259632060874,0.8629770597343671
17,17,5.0,50.0,-0.01076852220631973,-0.9095994785694612,-0.0166230551259214,1.144816903723784
18,18,5.0,50.0,-0.028960511777708954,-0.7142643753593501,0.006273282948554282,0.8469677769621989
19,19,5.0,50.0,-0.043245799284895955,-0.9094713397940113,0.02321263848779826,1.1416167950801828
20,20,5.0,50.0,-0.06143522608077619,-0.7146603392615367,0.046044974389401916,0.8563029206163767
21,21,5.0,50.0,-0.07572843286600692,-0.9103784415350543,0.06317103280172945,1.1631013562336456
22,22,5.0,50.0,-0.093936001696708,-0.7161333717005346,0.08643305992640236,0.8908748547009994
23,23,5.0,50.0,-0.10825866913071869,-0.5222836920966589,0.10425055702042235,0.6265654915668657
24,24,5.0,50.0,-0.11870434297265187,-0.32875952061659275,0.11678186685175966,0.3684494239094024
25,25,5.0,50.0,-0.1252795333849837,-0.5253304082677474,0.12415085532994771,0.6955532945920134
26,26,5.0,50.0,-0.13578614155033866,-0.3321290520745968,0.13806192122178798,0.44438847317978625
27,27,5.0,50.0,-0.1424287225918306,-0.13920290215891218,0.14694969068538372,0.1982142865030366
28,28,5.0,50.0,-0.14521278063500884,-0.33608764810445285,0.15091397641544446,0.5334063482139925
29,29,5.0,50.0,-0.15193453359709788,-0.14337429895506637,0.1615821033797243,0.2918223549769332
30,30,5.0,50.0,-0.1548020195761992,0.04911926966528829,0.167418550479263,0.0541418279964051
31,31,5.0,50.0,-0.15381963418289343,0.24149441534096505,0.1685013870391911,-0.18139482960035266
32,32,5.0,50.0,-0.14898974587607414,0.4338548125050472,0.16487349044718405,-0.41654356832840433
33,33,5.0,50.0,-0.1403126496259732,0.6263033096311951,0.15654261908061595,-0.6530481632884829
34,34,5.0,50.0,-0.1277865834333493,0.42938788605128336,0.1434816558148463,-0.3154510019973561
35,35,5.0,50.0,-0.11919882571232364,0.6222056416602311,0.13717263577489916,-0.5596665703547479
36,36,5.0,50.0,-0.10675471287911902,0.8151627062696416,0.1259793043678042,-0.8061809756336862
37,37,5.0,50.0,-0.09045145875372618,1.0083534910959684,0.10985568485513046,-1.0567306024515783
38,38,5.0,50.0,-0.0702843889318068,1.2018618469355282,0.0887210728060989,-1.3130107655273857
39,39,5.0,50.0,-0.04624715199309624,1.0057358650924368,0.06246085749555118,-0.9939290880903551
40,40,5.0,50.0,-0.0261324346912475,1.1999691500833074,0.042582275733744075,-1.2663593160300455
41,41,5.0,50.0,-0.0021330516895813507,1.3945219521142773,0.017255089413143167,-1.5454085733667882
42,42,5.0,50.0,0.025757387352704195,1.5894324463708929,-0.013653082054192599,-1.8326580470660487
43,43,5.0,50.0,0.05754603628012206,1.3944641991983644,-0.050306242995513575,-1.5442468148359965
44,44,5.0,50.0,0.08543532026408934,1.1999814895210745,-0.0811911792922335,-1.267675606156252
45,45,5.0,50.0,0.10943495005451083,1.0059850431861461,-0.10654469141535855,-1.001483519352208
46,46,5.0,50.0,0.12955465091823376,0.8124356617979296,-0.12657436180240272,-0.7440706440858031
47,47,5.0,50.0,0.14580336415419234,1.0090560985541646,-0.1414557746841188,-1.073755476519265
48,48,5.0,50.0,0.16598448612527564,1.205735147270664,-0.1629308842145041,-1.407276788476378
49,49,5.0,50.0,0.19009918907068893,1.0129664540784733,-0.19107641998403166,-1.169643286758379
50,50,5.0,50.0,0.2103585181522584,1.209989059188411,-0.21446928571919924,-1.5156338433526981
0,0,6.0,22.0,0.002638881364898593,-0.020335291459725457,-0.019269731726250586,-0.028334666581553883
1,1,6.0,22.0,0.002232175535704084,0.17505762425600094,-0.019836425057881663,-0.3270345770155636
2,2,6.0,22.0,0.005733328020824102,0.3704562894803543,-0.026377116598192935,-0.6259064386062254
3,3,6.0,22.0,0.01314245381043119,0.5659363221226922,-0.038895245370317445,-0.9267784622910664
4,4,6.0,22.0,0.02446118025288503,0.37136056625036573,-0.057430814616138776,-0.6465678912424854
5,5,6.0,22.0,0.03188839157789235,0.17708387157827943,-0.07036217244098848,-0.37250868330215753
6,6,6.0,22.0,0.035430069009457936,-0.0169716461660952,-0.07781234610703164,-0.10281507583624722
7,7,6.0,22.0,0.03509063608613603,-0.21089721336977804,-0.07986864762375659,0.16433933834241288
8,8,6.0,22.0,0.03087269181874047,-0.40479038987221705,-0.07658186085690834,0.4307955368129969
9,9,6.0,22.0,0.02277688402129613,-0.20867227990915618,-0.0679659501206484,0.11498752684780561
10,10,6.0,22.0,0.018603438423113003,-0.40275787448718536,-0.0656661995836923,0.3854771537316157
11,11,6.0,22.0,0.010548280933369295,-0.2067681405007383,-0.057956656509059984,0.07283417210948612
12,12,6.0,22.0,0.006412918123354529,-0.01086526067423435,-0.05649997306687026,-0.23755648078992248
13,13,6.0,22.0,0.006195612909869842,-0.2051364225696405,-0.06125110268266871,0.03678310886715991
14,14,6.0,22.0,0.002092884458477032,-0.009192039457123102,-0.06051544050532551,-0.2745788614174779
15,15,6.0,22.0,0.00190904366933457,0.18673878841311853,-0.06600701773367507,-0.5857178083686769
16,16,6.0,22.0,0.005643819437596941,0.3827201651893687,-0.07772137390104861,-0.8984416731773223
17,17,6.0,22.0,0.013298222741384315,0.5788046324242393,-0.09569020736459505,-1.2145075546144397
18,18,6.0,22.0,0.024874315389869103,0.7750220019698313,-0.11998035845688385,-1.5355771284374267
19,19,6.0,22.0,0.04037475542926573,0.5815317574591481,-0.15069190102563237,-1.2826179233474677
20,20,6.0,22.0,0.05200539057844869,0.3886155599638048,-0.17634425949258173,-1.0406589124107548
21,21,6.0,22.0,0.05977770177772479,0.19621844777171163,-0.19715743774079683,-0.8081158225109514
22,22,6.0,22.0,0.06370207073315902,0.004265436157056518,-0.21331975419101587,-0.5833537572835503
0,0,7.0,20.0,0.03967880230816574,0.03830794757113641,-0.03943428176214419,0.040608135619984914
1,1,7.0,20.0,0.04044496125958847,0.23397254238024773,-0.03862211904974449,-0.2642512574033907
2,2,7.0,20.0,0.04512441210719342,0.0394225315967891,-0.0439071441978123,0.01600405254175008
3,3,7.0,20.0,0.04591286273912921,-0.15504313292379174,-0.0435870631469773,0.2945168677199914
4,4,7.0,20.0,0.042812000080653376,0.04067225219086257,-0.03769672579257747,-0.011587923678896772
5,5,7.0,20.0,0.04362544512447063,-0.15388936907895598,-0.0379284842661554,0.2689669597335674
6,6,7.0,20.0,0.040547657742891506,-0.3484500982759111,-0.032549145071484056,0.5494498607930152
7,7,7.0,20.0,0.03357865577737328,-0.5431000777853537,-0.021560147855623754,0.8317024187115838
8,8,7.0,20.0,0.02271665422166621,-0.3476902125889435,-0.004926099481392079,0.5323175516137111
9,9,7.0,20.0,0.01576284996988734,-0.5427425329630556,0.005720251550882143,0.8234442148705041
10,10,7.0,20.0,0.004907999310626226,-0.7379422677680456,0.022189135848292227,1.1179207714869401
11,11,7.0,20.0,-0.009850846044734686,-0.5431184021707913,0.04454755127803103,0.8322799830472876
12,12,7.0,20.0,-0.020713214088150515,-0.7388198922433998,0.06119315093897679,1.1386336401312644
13,13,7.0,20.0,-0.035489611933018514,-0.5445491612346021,0.08396582374160208,0.8657525336933354
14,14,7.0,20.0,-0.04638059515771056,-0.35066420839971135,0.10128087441546879,0.6006066620259293
15,15,7.0,20.0,-0.05339387932570478,-0.547046284402763,0.11329300765598738,0.9233959248258758
16,16,7.0,20.0,-0.06433480501376004,-0.3536220924899487,0.1317609261525049,0.6683565767578121
17,17,7.0,20.0,-0.07140724686355902,-0.5503062293978012,0.14512805768766113,0.999451241023712
18,18,7.0,20.0,-0.08241337145151505,-0.7470384221886552,0.16511708250813537,1.3339653061352974
19,19,7.0,20.0,-0.09735413989528816,-0.5543372712308328,0.1917963886308413,1.0971690779898915
20,20,7.0,20.0,-0.10844088531990481,-0.3621860206577222,0.21373977019063914,0.870270366110409
0,0,8.0,14.0,-0.010759191632458434,-0.003477307128561938,0.03488442968947876,0.016348143803148515
1,1,8.0,14.0,-0.010828737775029672,0.19112744399593284,0.03521139256554173,-0.2651274442602106
2,2,8.0,14.0,-0.007006188895111015,0.38572959680169994,0.02990884368033752,-0.5464997248235695
3,3,8.0,14.0,0.0007084030409229844,0.5804188412498223,0.01897884918386613,-0.8296110942769785
4,4,8.0,14.0,0.012316779865919433,0.775276281257504,0.00238662729832656,-1.1162651689147678
5,5,8.0,14.0,0.027822305491069513,0.5801230850918959,-0.019938676079968794,-0.8228345405993378
6,6,8.0,14.0,0.03942476719290743,0.3852795054732739,-0.03639536689195555,-0.5364888467830874
7,7,8.0,14.0,0.04713035730237291,0.580893789855266,-0.047125143827617295,-0.8404138341875633
8,8,8.0,14.0,0.05874823309947823,0.3864457952085962,-0.06393342051136856,-0.5629153166111196
9,9,8.0,14.0,0.06647714900365015,0.5824038693770438,-0.07519172684359096,-0.8750355243332173
10,10,8.0,14.0,0.07812522639119103,0.7784630483948931,-0.09269243733025531,-1.1903788683257135
11,11,8.0,14.0,0.09369448735908889,0.9746557965232181,-0.11650001469676959,-1.5106172154576034
12,12,8.0,14.0,0.11318760328955325,1.1709805853886337,-0.14671235900592167,-1.8372818103184057
13,13,8.0,14.0,0.13660721499732592,0.9777533575449137,-0.18345799521228978,-1.5935335816108493
14,14,8.0,14.0,0.1561622821482242,0.7852207206363839,-0.21532866684450677,-1.3632156431414164
0,0,9.0,25.0,-0.041795938529690525,0.024967328427113245,0.04374175370168876,-0.018688908397773263
1,1,9.0,25.0,-0.04129659196114826,0.21943556536335418,0.04336797553373329,-0.29725627022494583
2,2,9.0,25.0,-0.036907880653881175,0.41391332642250156,0.037422850129234374,-0.5759524387397963
3,3,9.0,25.0,-0.028629614125431142,0.21828732316442603,0.025903801354438448,-0.2717191360438604
4,4,9.0,25.0,-0.02426386766214262,0.022805500977496534,0.02046941863356124,0.029020091422058247
5,5,9.0,25.0,-0.02380775764259269,0.21762801749188918,0.021049820462002405,-0.25713487410286856
6,6,9.0,25.0,-0.019455197292754904,0.022211962705213223,0.015907122979945034,0.042112459775579536
7,7,9.0,25.0,-0.01901095803865064,-0.17313443742513784,0.016749372175456623,0.339771485346276
8,8,9.0,25.0,-0.022473646787153398,0.02174523458171798,0.023544801882382144,0.05241706542641916
9,9,9.0,25.0,-0.022038742095519037,0.2165218075563944,0.02459314319091053,-0.2327452836461968
10,10,9.0,25.0,-0.01770830594439115,0.02105724506914014,0.019938237517986592,0.0675925537714806
11,11,9.0,25.0,-0.017287161043008346,0.21588775098475585,0.021290088593416204,-0.21873366485512208
12,12,9.0,25.0,-0.012969406023313229,0.41069899700402,0.01691541529631376,-0.5046254969246244
13,13,9.0,25.0,-0.004755426083232829,0.6055785251908621,0.0068229053578212715,-0.7919300744171422
14,14,9.0,25.0,0.007356144420584413,0.800606139306486,-0.009015696130521575,-1.0824587678055373
15,15,9.0,25.0,0.023368267206714134,0.9958459145848668,-0.03066487148663232,-1.3779571073347325
16,16,9.0,25.0,0.04328518549841147,0.8011200643857601,-0.05822401363332697,-1.095019711185517
17,17,9.0,25.0,0.05930758678612667,0.6068113156732791,-0.08012440785703731,-0.8211586737261286
18,18,9.0,25.0,0.07144381309959226,0.8029328713227067,-0.09654758133155988,-1.1379285774370276
19,19,9.0,25.0,0.0875024705260464,0.609196914914705,-0.11930615288030044,-0.8770189252847718
20,20,9.0,25.0,0.0996864088243405,0.8057206733394815,-0.13684653138599587,-1.2047019234904013
21,21,9.0,25.0,0.11580082229113013,0.6126067029572284,-0.1609405698558039,-0.9578464922621914
22,22,9.0,25.0,0.1280529563502747,0.41997174063090825,-0.18009749970104774,-0.7197407096371893
23,23,9.0,25.0,0.13645239116289287,0.22773795071780079,-0.1944923138937915,-0.4887166377517247
24,24,9.0,25.0,0.14100715017724888,0.03581500703612772,-0.20426664664882602,-0.2630809423181235
25,25,9.0,25.0,0.14172345031797143,0.23317771101475898,-0.2095282654951885,-0.6126078823259997
0,0,10.0,14.0,0.011277262214308512,-0.010982685515247781,-0.01255928365179143,0.018676542063527812
1,1,10.0,14.0,0.011057608504003556,0.1843171070378798,-0.012185752810520874,-0.27794237509466213
2,2,10.0,14.0,0.014743950644761151,0.37961076227411117,-0.017744600312414115,-0.5744436311370977
3,3,10.0,14.0,0.022336165890243374,0.5749769306357185,-0.029233472935156067,-0.872663387278444
4,4,10.0,14.0,0.033835704502957746,0.38026444713944774,-0.046686740680724946,-0.5893128704575284
5,5,10.0,14.0,0.0414409934457467,0.5760079735995981,-0.058472998089875515,-0.8963291447474323
6,6,10.0,14.0,0.05296115291773866,0.7718718524672437,-0.07639958098482416,-1.206804115555541
7,7,10.0,14.0,0.06839858996708353,0.577815595639443,-0.10053566329593498,-0.939008464123554
8,8,10.0,14.0,0.07995490187987239,0.38418216196775423,-0.11931583257840606,-0.6795326469707451
9,9,10.0,14.0,0.08763854511922747,0.5807416760837698,-0.13290648551782097,-1.0072713833559908
10,10,10.0,14.0,0.09925337864090288,0.38762040352866434,-0.1530519131849408,-0.7591037727067209
11,11,10.0,14.0,0.10700578671147616,0.5844827186654523,-0.1682339886390752,-1.0957671754678302
12,12,10.0,14.0,0.1186954410847852,0.3919270981396832,-0.19014933214843183,-0.8602393032887119
13,13,10.0,14.0,0.12653398304757887,0.19983256490561715,-0.20735411821420607,-0.6328585931292896
14,14,10.0,14.0,0.1305306343456912,0.3971514009463859,-0.22001129007679188,-0.9830229092584949
0,0,11.0,14.0,-0.010949669157481176,0.009259445724923751,-0.005131940474906657,-0.018847439329536888
1,1,11.0,14.0,-0.010764480242982702,0.2044546172560644,-0.005508889261497395,-0.31314512489749846
2,2,11.0,14.0,-0.006675387897861413,0.009411576052623022,-0.011771791759447365,-0.022204607686347022
3,3,11.0,14.0,-0.006487156376808953,0.20470035066806141,-0.012215883913174306,-0.31857830007079185
4,4,11.0,14.0,-0.002393149363447725,0.009754494654615864,-0.018587449914590142,-0.029772714834701786
5,5,11.0,14.0,-0.0021980594703554074,-0.18509603754653897,-0.01918290421128418,0.256988199646264
6,6,11.0,14.0,-0.005899980221286186,-0.3799389356254577,-0.014043140218358898,0.5435593461854886
7,7,11.0,14.0,-0.013498758933795341,-0.5748607494161527,-0.0031719532946491245,0.8317846894555223
8,8,11.0,14.0,-0.024995973922118393,-0.7699392079103072,0.013463740494461323,1.1234683524377718
9,9,11.0,14.0,-0.04039475808032454,-0.9652350566254841,0.035933107543216755,1.420343794731568
10,10,11.0,14.0,-0.059699459212834226,-1.1607827235439099,0.06433998343784811,1.7240380091919718
11,11,11.0,14.0,-0.08291511368371242,-1.3565791897779422,0.09882074362168755,2.0360279309937557
12,12,11.0,14.0,-0.11004669747927126,-1.5525705649137722,0.13954130224156266,2.357586725232135
13,13,11.0,14.0,-0.1410981087775467,-1.3589438191345509,0.18669303674620535,2.1108618472126075
14,14,11.0,14.0,-0.1682769851602377,-1.1661167604879028,0.22891027369045752,1.8812167356405327
0,0,12.0,14.0,0.04455106821337272,-0.007009260947132626,-0.03542101744909078,-0.010754173282802905
1,1,12.0,14.0,0.04441088299443007,0.18860230038428194,-0.03563610091474684,-0.3143990683747838
2,2,12.0,14.0,0.04818292900211571,0.38421328815584777,-0.041924082282242515,-0.6181040565984679
3,3,12.0,14.0,0.055867194765232664,0.1897012643425724,-0.05428616341421187,-0.33891446310446466
4,4,12.0,14.0,0.05966122005208411,0.38555195906926704,-0.061064452676301166,-0.6482100284705665
5,5,12.0,14.0,0.06737225923346946,0.5814690836081585,-0.07402865324571249,-0.9594797675898287
6,6,12.0,14.0,0.07900164090563262,0.7775039463359356,-0.09321824859750907,-1.2744712412423547
7,7,12.0,14.0,0.09455171983235133,0.5836865224320866,-0.11870767342235616,-1.0123738346603202
8,8,12.0,14.0,0.10622545028099306,0.39033107848760407,-0.13895515011556256,-0.7591999210396119
9,9,12.0,14.0,0.11403207185074514,0.19736937707005311,-0.1541391485363548,-0.5132687042142292
10,10,12.0,14.0,0.1179794593921462,0.004715973935035228,-0.16440452262063937,-0.2728524056669598
